iter	Logloss
279	0.3612004902
280	0.3610900705
281	0.3608759548
282	0.3607709256
283	0.3604834286
284	0.36030212
285	0.3601754706
286	0.3600594284
287	0.3598797428
288	0.3597503401
289	0.3596000128
290	0.3594797973
291	0.3593721308
292	0.3591683615
293	0.3590566666
294	0.358861128
295	0.3587045407
296	0.3584959315
297	0.3584421417
298	0.3583056965
299	0.3579939129
300	0.3578244868
301	0.3577306155
302	0.3576283976
303	0.3574869096
304	0.3573438567
305	0.357179821
306	0.3570785015
307	0.356964662
308	0.3567411852
309	0.3565621661
310	0.3564653967
311	0.3563736991
312	0.3562258931
313	0.3561142272
314	0.3560074592
315	0.3559191234
316	0.3558182676
317	0.3555687074
318	0.3554557663
319	0.3552156831
320	0.354987859
321	0.354892017
322	0.3546938412
323	0.3546372692
324	0.3544754651
325	0.3542743621
326	0.3540645357
327	0.3539567822
328	0.3537462023
329	0.3535708349
330	0.3534862957
331	0.3534096684
332	0.3532892791
333	0.3532037835
334	0.353063107
335	0.3529243433
336	0.352844731
337	0.3526508154
338	0.3526286155
339	0.3525188913
340	0.3523295259
341	0.3521669393
342	0.3520109896
343	0.3519281313
344	0.3517587341
345	0.3515407638
346	0.3512764231
347	0.3511713649
348	0.3511009108
349	0.3509578288
350	0.3507745495
351	0.3506252075
352	0.3505298872
353	0.3504572594
354	0.3503931522
355	0.3502059024
356	0.3501004675
357	0.3499906563
358	0.3498758314
359	0.349768078
360	0.3496253149
361	0.3494984336
362	0.3493443097
363	0.3491421054
364	0.3490386992
365	0.3488348139
366	0.3486649241
367	0.3485717194
368	0.3483840928
369	0.3482736731
370	0.348166905
371	0.348100914
372	0.3479025932
373	0.3477831313
374	0.3476243413
375	0.3473314247
376	0.3470425656
377	0.3469077144
378	0.3467258261
379	0.3464457484
380	0.3463313872
381	0.346204448
382	0.3460828993
383	0.3459337312
384	0.3457811433
385	0.3457026033
386	0.3455748816
387	0.3453380154
388	0.3451570545
389	0.3449940912
390	0.3449290566
391	0.3447354309
392	0.3444767415
393	0.344343948
394	0.3442614375
395	0.3441674793
396	0.3439827799
397	0.3439079205
398	0.3437953561
399	0.3436513468
400	0.3434865287
401	0.3434190306
402	0.3433419397
403	0.3431870623
404	0.3430063912
405	0.3427776688
406	0.3425820433
407	0.3424311653
408	0.342345322
409	0.3422327576
410	0.3421767073
411	0.3420406099
412	0.3419260168
413	0.3417509682
414	0.3416432148
415	0.3414570373
416	0.3412920163
417	0.3411642946
418	0.3410202273
419	0.340871349
420	0.3407461777
421	0.340631005
422	0.3404616947
423	0.3403356829
424	0.3402107145
425	0.3400753126
426	0.3399029303
427	0.3398142468
428	0.3396920316
429	0.3394701198
430	0.3393131267
431	0.3391425702
432	0.3390092551
433	0.3388732736
434	0.338775258
435	0.3386351322
436	0.3385110332
437	0.3383026848
438	0.3381651963
439	0.3380831495
440	0.3379397198
441	0.3378442545
442	0.3376871165
443	0.3376010703
444	0.3373863459
445	0.3372264257
446	0.3370501599
447	0.3369098312
448	0.3367770087
449	0.3366148279
450	0.3364572552
451	0.3362975668
452	0.3361607739
453	0.3360415438
454	0.3357845643
455	0.3357203702
456	0.3355015884
457	0.3353546519
458	0.3351796903
459	0.3350404919
460	0.3349671396
461	0.3349105676
462	0.3347822662
463	0.3346331851
464	0.3344861906
465	0.3343508468
466	0.3342378477
467	0.3340410339
468	0.3339210213
469	0.3338128042
470	0.3336892848
471	0.3335592735
472	0.3334844142
473	0.3333347824
474	0.3332284201
475	0.3330480389
476	0.3329277654
477	0.3328922051
478	0.3328126507
479	0.3327342266
480	0.3325932603
481	0.3324726971
482	0.3323397297
483	0.3321377572
484	0.3320245842
485	0.3319284524
486	0.3318205251
487	0.3317194085
488	0.3315619807
489	0.3313943513
490	0.3312936694
491	0.331134039
492	0.3310079113
493	0.3308591779
494	0.3307605247
495	0.3306393818
496	0.3305154277
497	0.3303729254
498	0.3302825899
499	0.3301747205
500	0.3300274652
501	0.3299433608
502	0.3297477353
503	0.3296471113
504	0.3295238527
505	0.329421345
506	0.3292145616
507	0.3290699726
508	0.3288628124
509	0.3287344821
510	0.3284997605
511	0.328359055
512	0.3281998594
513	0.3280788034
514	0.3279740351
515	0.3278509214
516	0.3276626283
517	0.3275694526
518	0.3273983744
519	0.3271980539
520	0.3270141949
521	0.326927598
522	0.3268146279
523	0.3267066427
524	0.32658663
525	0.3264838325
526	0.3263380263
527	0.326259892
528	0.3261148393
529	0.3260266194
530	0.3259328931
531	0.325805722
532	0.3256962877
533	0.3256168202
534	0.3255282236
535	0.3254051969
536	0.3252826629
537	0.3251731126
538	0.3249169736
539	0.324831536
540	0.3247025101
541	0.3246094214
542	0.3244278519
543	0.3243134907
544	0.324195188
545	0.3240100248
546	0.3238878966
547	0.323781853
548	0.3235753015
549	0.3234304517
550	0.3233378846
551	0.3232520702
552	0.3231898468
553	0.3230368242
554	0.3229186374
555	0.3228166513
556	0.322689799
557	0.3226040716
558	0.3224917971
559	0.3223914629
560	0.3222063577
561	0.322105357
562	0.3220130797
563	0.321853971
564	0.3217648817
565	0.3215421294
566	0.3214530981
567	0.3212641963
568	0.3211527333
569	0.3209827854
570	0.3208179383
571	0.3206948826
572	0.3205690447
573	0.3203902285
574	0.3202863876
575	0.3202107168
576	0.3201115129
577	0.3199675615
578	0.3197629228
579	0.3197167551
580	0.319630564
581	0.3194422418
582	0.3193451826
583	0.3191947394
584	0.319046093
585	0.3188694504
586	0.3187840128
587	0.3186702891
588	0.3185441034
589	0.3184546953
590	0.3183367404
591	0.3182531286
592	0.3180411575
593	0.31794291
594	0.3177676586
595	0.3176316481
596	0.3175513113
597	0.3174161413
598	0.3172905062
599	0.3171600892
600	0.317100706
601	0.3170003719
602	0.3168814316
603	0.3168106876
604	0.3167351327
605	0.3165652428
606	0.316461199
607	0.3163701969
608	0.3162542707
609	0.3161852077
610	0.3160993063
611	0.315993031
612	0.3159119696
613	0.3157989995
614	0.3156506139
615	0.3154720296
616	0.3153941271
617	0.3152825192
618	0.3151331192
619	0.3149609978
620	0.3147809933
621	0.3146834124
622	0.3145839477
623	0.314514363
624	0.314401248
625	0.3142811484
626	0.314184437
627	0.3141065346
628	0.3138918682
629	0.3136902145
630	0.3135800846
631	0.3133852126
632	0.3132968479
633	0.3132050633
634	0.313010655
635	0.3128560384
636	0.3127882795
637	0.3126138975
638	0.3125325753
639	0.3124270534
640	0.3123392103
641	0.3122731034
642	0.3121722766
643	0.3119966773
644	0.3118078045
645	0.3116896467
646	0.3115783865
647	0.3114987162
648	0.3113138429
649	0.3112044665
650	0.3110414163
651	0.3109799464
652	0.3107797128
653	0.3107200108
654	0.3106315011
655	0.3105404411
656	0.3103312232
657	0.3101884601
658	0.3101138036
659	0.3099575061
660	0.3098918918
661	0.3097367826
662	0.3095737903
663	0.3094428226
664	0.3093129563
665	0.3091526303
666	0.3091084624
667	0.3089850879
668	0.3088289643
669	0.3087599882
670	0.3086820278
671	0.3086133995
672	0.3084046743
673	0.3083293223
674	0.3082343207
675	0.3080857033
676	0.3080141768
677	0.3078576764
678	0.3076914093
679	0.30752207
680	0.3074274742
681	0.3072646848
682	0.3072108081
683	0.3071256603
684	0.3069479164
685	0.3067697088
686	0.3066345389
687	0.3064748795
688	0.3063838484
689	0.3062798046
690	0.3061936714
691	0.3060434311
692	0.3059597903
693	0.30584085
694	0.3056954785
695	0.3055483681
696	0.30539294
697	0.3052981993
698	0.3051861566
699	0.3050393361
700	0.3049505946
701	0.3047918916
702	0.3046034245
703	0.3044646608
704	0.3043838892
705	0.304267963
706	0.304136039
707	0.3040089259
708	0.3038487448
709	0.303729022
710	0.3036329192
711	0.303564088
712	0.3034509729
713	0.3033845762
714	0.3031822849
715	0.3030448254
716	0.3029787475
717	0.3028643283
718	0.3027209855
719	0.3025511246
720	0.3024872203
721	0.302420099
722	0.302336864
723	0.3021983901
724	0.3021096776
725	0.3020227039
726	0.3019034158
727	0.301689387
728	0.3016002108
729	0.3013656921
730	0.3013172349
731	0.3011967006
732	0.3010948304
733	0.3009204194
734	0.3007329957
735	0.3006795827
736	0.3004877248
737	0.3003721174
738	0.3002693488
739	0.3002201961
740	0.3000875475
741	0.3000244546
742	0.2999315977
743	0.2998115851
744	0.299708063
745	0.2996303345
746	0.2995107855
747	0.2993604872
748	0.2992662392
749	0.2990772505
750	0.2989981308
751	0.2989344004
752	0.2987772624
753	0.2986649009
754	0.2984799986
755	0.2984289041
756	0.2983357284
757	0.2982421759
758	0.2980756189
759	0.2979825591
760	0.2978395352
761	0.297734477
762	0.2976124936
763	0.297467383
764	0.2972943631
765	0.2972329802
766	0.2970727122
767	0.2969989251
768	0.2968083134
769	0.2967007049
770	0.2966186871
771	0.2964107155
772	0.2963341752
773	0.2962814577
774	0.296087716
775	0.2960236958
776	0.295845807
777	0.2956753954
778	0.2956178381
779	0.2955134755
780	0.2953730888
781	0.2952563801
782	0.2951059658
783	0.2950395111
784	0.2949137602
785	0.2947574916
786	0.2946984852
787	0.2946330448
788	0.2944728927
789	0.2943742975
790	0.2942696161
791	0.2941505889
792	0.2940477913
793	0.2939564704
794	0.2938537308
795	0.2937873051
796	0.293705751
797	0.2936531784
798	0.2935476566
799	0.2933363521
800	0.2931763739
801	0.2930177868
802	0.2928785014
803	0.2927505768
804	0.2926076978
805	0.2924791646
806	0.2923854092
807	0.292275743
808	0.2921361679
809	0.2920917681
810	0.2920124456
811	0.2918262971
812	0.2917629724
813	0.2916644351
814	0.2915884165
815	0.291422642
816	0.2913232932
817	0.2912494482
818	0.2910786019
819	0.2910050178
820	0.2909248548
821	0.2908375913
822	0.2907039863
823	0.2905995078
824	0.2904635843
825	0.2903828997
826	0.290258308
827	0.2902054746
828	0.2901210803
829	0.2900297015
830	0.2899028782
831	0.2897983417
832	0.2896696636
833	0.2895571282
834	0.2894782114
835	0.289392397
836	0.2892702108
837	0.2890957998
838	0.2890250558
839	0.2889231567
840	0.2888062161
841	0.288658642
842	0.2885441939
843	0.2884124727
844	0.2882505527
845	0.2881111515
846	0.2880075714
847	0.2879119902
848	0.2877214075
849	0.2876187838
850	0.2875016983
851	0.2873676586
852	0.2872343145
853	0.2871253149
854	0.2869486433
855	0.2868099086
856	0.2866759848
857	0.286484011
858	0.2863772719
859	0.2863059483
860	0.2862240464
861	0.2861174523
862	0.2859965412
863	0.2859038582
864	0.2857954092
865	0.2856864965
866	0.285593002
867	0.2854473407
868	0.2853772923
869	0.2851874631
870	0.2850704066
871	0.2849510896
872	0.2848759114
873	0.2847635499
874	0.2846885746
875	0.284625192
876	0.2845012089
877	0.2844267553
878	0.2842690087
879	0.2841740651
880	0.284067384
881	0.2839813377
882	0.2839329385
883	0.2838790908
884	0.283798667
885	0.2836203435
886	0.283559888
887	0.2834255874
888	0.2833230507
889	0.2831743753
890	0.2830572318
891	0.2829828942
892	0.2828620121
893	0.282758374
894	0.2826716033
895	0.2825641976
896	0.282496004
897	0.2823250418
898	0.2821553258
899	0.2819640476
900	0.2818934775
901	0.2818510195
902	0.2817704798
903	0.2816544956
904	0.2814954738
905	0.2813430598
906	0.2812734171
907	0.2811617222
908	0.2810749224
909	0.2809355791
910	0.2808372447
911	0.2806525162
912	0.2805433137
913	0.2804709758
914	0.2804133894
915	0.2803461522
916	0.2802393842
917	0.2801364707
918	0.2800375856
919	0.2799056616
920	0.2797621449
921	0.2797064423
922	0.2796044273
923	0.279540494
924	0.2794778938
925	0.2793461436
926	0.2791824268
927	0.2791087267
928	0.2790147106
929	0.2788642383
930	0.2788291127
931	0.2787555575
932	0.2786404717
933	0.2785736113
934	0.2784506715
935	0.2783166608
936	0.2782196016
937	0.2781580158
938	0.2780856488
939	0.2779171211
940	0.2777379281
941	0.2776859352
942	0.2776424049
943	0.2775702988
944	0.2774578214
945	0.2773239846
946	0.2772053341
947	0.2771115208
948	0.276994986
949	0.2769356897
950	0.2768695828
951	0.2767170528
952	0.2765615958
953	0.2764262519
954	0.2763542907
955	0.2762740987
956	0.2761878496
957	0.276080386
958	0.2759726906
959	0.2758876587
960	0.2758126544
961	0.27566253
962	0.2755642825
963	0.2754409949
964	0.2752881462
965	0.2752247636
966	0.2751126919
967	0.2750538593
968	0.2750039821
969	0.2749241669
970	0.2748184421
971	0.2746402346
972	0.2745094698
973	0.2743605625
974	0.2742202628
975	0.2740768331
976	0.2740189859
977	0.2739457206
978	0.2738219114
979	0.2737052606
980	0.2735711629
981	0.2735417756
982	0.2733632493
983	0.2732488301
984	0.2731547559
985	0.2729761716
986	0.2729157161
987	0.272788545
988	0.2726938912
989	0.2726497234
990	0.2725114813
991	0.2724021919
992	0.2722536904
993	0.2721722232
994	0.2720829311
995	0.2720508775
996	0.2719016514
997	0.2718223289
998	0.271649396
999	0.2715352666
